Id,SalePrice
1461,121759.81062382874
1462,157222.9528037731
1463,186969.33309542562
1464,194555.2512578241
1465,203820.46838928838
1466,173848.99066909883
1467,183736.78605470585
1468,164779.76277180028
1469,197760.09565661178
1470,115043.17324288606
1471,170405.6664961226
1472,94122.85980406839
1473,96220.45958833609
1474,145581.77911762276
1475,114158.39530860759
1476,351330.74476617953
1477,248314.4902990296
1478,289815.4420634035
1479,303247.54853929183
1480,482063.756097141
1481,326595.5511062976
1482,213100.4214098883
1483,188278.0876058406
1484,160517.5064482605
1485,178317.75748699036
1486,196789.59826409217
1487,350827.4206433368
1488,261263.9764941854
1489,197069.70001242374
1490,260012.9134997097
1491,196239.39911074867
1492,95882.75726574064
1493,189041.88859724381
1494,299652.4882519503
1495,288597.21463694377
1496,241322.90400422938
1497,193332.01711729215
1498,161076.2059077043
1499,152410.14697435376
1500,148435.1275032873
1501,173017.95082762683
1502,144601.7369311458
1503,271301.22171587916
1504,235183.7749324344
1505,226437.4294292297
1506,181018.35412147996
1507,242249.34311840162
1508,200341.19058399572
1509,161195.8319488367
1510,136877.89253759003
1511,142656.23820041705
1512,170839.3340969995
1513,152495.57250074123
1514,157306.368890593
1515,201056.26491278308
1516,146819.8562189445
1517,181764.31129888014
1518,129786.93088232342
1519,200493.2583890656
1520,128210.50931190615
1521,133421.07276193646
1522,161612.20515018798
1523,114082.93943044724
1524,130071.67015569186
1525,123297.12627948044
1526,118942.60518706094
1527,110992.36645326734
1528,145631.6579562513
1529,137236.05530997136
1530,192454.2015679648
1531,106761.7565621664
1532,87533.76664098911
1533,154253.79943332457
1534,127338.7220482602
1535,156421.88300596311
1536,108308.6024930916
1537,61525.2614622717
1538,161933.36331596284
1539,183777.43995828638
1540,112152.57235067827
1541,139808.90829400354
1542,151423.88725669804
1543,205095.39345448473
1544,85885.89724649786
1545,122061.50773826045
1546,124306.5330243962
1547,135144.1589795209
1548,141730.99003634028
1549,116510.83094739185
1550,128940.1846514044
1551,102477.27260457858
1552,121525.7592931172
1553,142005.23489805093
1554,117316.44654450651
1555,165799.12960294192
1556,96671.72810248859
1557,114221.15087312598
1558,99184.77530676402
1559,65007.6646289366
1560,127269.44853743652
1561,136108.15561547567
1562,134382.68841309616
1563,111870.16594893385
1564,154290.0711181983
1565,139862.3128468712
1566,243856.62734547132
1567,76527.41017170095
1568,217919.47294106908
1569,120938.15131262901
1570,141218.59292732607
1571,118564.96342620836
1572,143048.6573817204
1573,216486.68966699234
1574,116641.62726692422
1575,239418.0711638236
1576,229585.77884599534
1577,178520.59301436692
1578,141527.85517308972
1579,154999.99307886424
1580,192028.5411973929
1581,169505.12087872022
1582,124833.3806200327
1583,279953.1398422217
1584,218703.03629343677
1585,131047.69345867545
1586,82469.5597948097
1587,109507.27819817537
1588,149062.71401385835
1589,109662.10021425477
1590,135413.89345200936
1591,90041.4977935306
1592,120996.02164364103
1593,114701.27817219481
1594,128453.17451177168
1595,100317.11242844646
1596,222003.75981270347
1597,200324.03310109253
1598,230984.96009082484
1599,171611.75568167728
1600,160087.35255592686
1601,55156.9171516446
1602,114289.74630727516
1603,72297.81880649789
1604,252590.3339750188
1605,215395.83012872204
1606,165758.85101908728
1607,180556.7480982445
1608,193775.71062978302
1609,178065.09976364567
1610,153516.26584527487
1611,135568.13647414587
1612,180366.3910776697
1613,158689.41248122047
1614,114754.9158076986
1615,84995.42813786364
1616,75069.9584235488
1617,92839.9199278185
1618,124112.36078749692
1619,140892.59933602414
1620,150992.8463116365
1621,139969.09721090406
1622,138453.34717214954
1623,244634.077414256
1624,202458.43950780408
1625,119632.46403446954
1626,160258.08113362818
1627,190563.1019791747
1628,281093.9215671815
1629,178179.61361103054
1630,402100.3038474065
1631,227485.60630501655
1632,257199.96522072155
1633,165463.1558786797
1634,185066.99305254416
1635,173293.7794538612
1636,155491.21952020001
1637,201928.08209856355
1638,192375.50971951906
1639,179166.05802678884
1640,261579.55973946597
1641,181609.56046056023
1642,249192.01091809745
1643,219803.64485806104
1644,236611.83643635802
1645,210613.5624989719
1646,147609.57703873297
1647,150164.13355617409
1648,127142.54934302442
1649,139844.55101800433
1650,116718.23703321902
1651,125268.6700013922
1652,95397.32094672079
1653,100888.95340131408
1654,145567.27773456328
1655,134968.90767576397
1656,139838.97823431014
1657,147066.60716378764
1658,145408.85610950107
1659,120257.58520918798
1660,154344.28583618844
1661,421928.07325482834
1662,399185.65576466045
1663,375721.331006644
1664,498127.7748430162
1665,303782.2248055638
1666,348699.0023674163
1667,403831.749951181
1668,333465.9628680435
1669,301714.4505593452
1670,343360.3030507749
1671,273360.3507908618
1672,441958.2971590872
1673,284724.1508435716
1674,245186.51591356043
1675,207233.95962424454
1676,194606.7719379406
1677,221486.63813180628
1678,499057.91380078543
1679,407823.46678168525
